chromosome,probe_id_id,n_patients_with_probe
chr12,cg22526226,8895
chr12,cg22555262,8893
chr12,cg22580512,10978
chr12,cg22611259,8895
chr12,cg22635491,8895
chr12,cg22663240,8894
chr12,cg22678952,8893
chr12,cg22682953,10979
chr12,cg22685245,8895
chr12,cg22691028,8895
chr12,cg22700848,8895
chr12,cg22702056,8895
chr12,cg22709192,10979
chr12,cg22715954,8895
chr12,cg22719037,8895
chr12,cg22735612,8895
chr12,cg22748630,8892
chr12,cg22788646,8895
chr12,cg22794990,8894
chr12,cg22797735,8891
chr12,cg22813019,8895
chr12,cg22820108,10979
chr12,cg22828383,8895
chr12,cg22830707,8895
chr12,cg22832489,8893
chr12,cg22851092,8892
chr12,cg22861561,8895
chr12,cg22863744,8895
chr12,cg22869239,8895
chr12,cg22870189,8895
chr12,cg22937753,8889
chr12,cg22957352,8895
chr12,cg22974804,8895
chr12,cg22977745,8895
chr12,cg23021584,8895
chr12,cg23046919,8894
chr12,cg23090372,8895
chr12,cg23097277,8895
chr12,cg23140706,10979
chr12,cg23145915,8895
chr12,cg23146197,8895
chr12,cg23147227,8895
chr12,cg23152216,8895
chr12,cg23164459,8879
chr12,cg23190164,8893
chr12,cg23192604,8892
chr12,cg23193870,8894
chr12,cg23219570,10979
chr12,cg23224120,8895
chr12,cg23235334,8895
chr12,cg23344003,8894
chr12,cg23375431,8895
chr12,cg23384027,8895
chr12,cg23389183,8894
chr12,cg23395715,8894
chr12,cg23412850,10979
chr12,cg23465749,8736
chr12,cg23474890,8894
chr12,cg23521919,8895
chr12,cg23522915,8895
chr12,cg23535526,8894
chr12,cg23550060,8895
chr12,cg23555471,8895
chr12,cg23599850,8895
chr12,cg23611643,8893
chr12,cg23658354,8895
chr12,cg23662671,8895
chr12,cg23667555,8894
chr12,cg23699274,8893
chr12,cg23704023,8895
chr12,cg23705060,8895
chr12,cg23705119,8893
chr12,cg23731687,8895
chr12,cg23731805,8895
chr12,cg23738760,8894
chr12,cg23791592,8895
chr12,cg23793263,8895
chr12,cg23818062,8895
chr12,cg23818228,8895
chr12,cg23858591,8895
chr12,cg23877401,8895
chr12,cg23879263,8893
chr12,cg23880533,8894
chr12,cg23891487,8894
chr12,cg23893906,8894
chr12,cg23912823,10979
chr12,cg23922739,8895
chr12,cg23940169,8895
chr12,cg23940356,8895
chr12,cg23972735,8895
chr12,cg23974819,8895
chr12,cg24011408,8879
chr12,cg24012034,10979
chr12,cg24018760,8895
chr12,cg24032304,8895
chr12,cg24035682,8895
chr12,cg24043307,10925
chr12,cg24053587,10979
chr12,cg24087447,8895
chr12,cg24087497,8895
chr12,cg24094200,8895
chr12,cg24094550,8895
chr12,cg24105280,8895
chr12,cg24117442,10978
chr12,cg24125890,8895
chr12,cg24166864,8895
chr12,cg24182603,8893
chr12,cg24183439,8895
chr12,cg24260327,8895
chr12,cg24266624,8894
chr12,cg24274347,8894
chr12,cg24279017,8894
chr12,cg24283804,8895
chr12,cg24293976,8895
chr12,cg24323328,8894
chr12,cg24340807,8894
chr12,cg24373760,10979
chr12,cg24412006,8895
chr12,cg24432389,8895
chr12,cg24433265,8895
chr12,cg24437859,8895
chr12,cg24461063,8895
chr12,cg24462849,8895
chr12,cg24463309,8895
chr12,cg24467291,10979
chr12,cg24477309,8895
chr12,cg24506782,8767
chr12,cg24545687,8894
chr12,cg24546205,8895
chr12,cg24549639,8894
chr12,cg24626079,8894
chr12,cg24626542,8895
chr12,cg24631547,8895
chr12,cg24676120,8894
chr12,cg24685998,8893
chr12,cg24688803,8894
chr12,cg24697460,8895
chr12,cg24703804,8895
chr12,cg24705380,8894
chr12,cg24708308,8895
chr12,cg24762231,8894
chr12,cg24766840,8894
chr12,cg24776498,8895
chr12,cg24776736,8895
chr12,cg24789136,8895
chr12,cg24825276,8887
chr12,cg24847366,8872
chr12,cg24892571,8895
chr12,cg24954684,8895
chr12,cg24965248,8894
chr12,cg24975642,8894
chr12,cg24980032,8895
chr12,cg24987648,8895
chr12,cg24990317,8893
chr12,cg25014247,8895
chr12,cg25021900,8894
chr12,cg25052180,8894
chr12,cg25058261,8895
chr12,cg25107077,8895
chr12,cg25107978,10979
chr12,cg25113767,8895
chr12,cg25126456,8895
chr12,cg25142228,8895
chr12,cg25157914,8895
chr12,cg25161912,8894
chr12,cg25163611,8895
chr12,cg25196283,8894
chr12,cg25217257,8895
chr12,cg25218905,8894
chr12,cg25285440,8895
chr12,cg25351550,8895
chr12,cg25363679,8895
chr12,cg25378792,8895
chr12,cg25390063,8895
chr12,cg25423146,8895
chr12,cg25425078,10816
chr12,cg25449924,8895
chr12,cg25452632,8895
chr12,cg25454116,8894
chr12,cg25468879,8895
chr12,cg25477769,8895
chr12,cg25482146,8895
chr12,cg25496181,8895
chr12,cg25555336,8895
chr12,cg25561140,8895
chr12,cg25600933,8895
chr12,cg25671500,8895
chr12,cg25708790,8895
chr12,cg25716786,8895
chr12,cg25719851,8895
chr12,cg25721818,8895
chr12,cg25729807,8895
chr12,cg25734490,8894
chr12,cg25751198,8895
chr12,cg25754673,8895
chr12,cg25763426,8895
chr12,cg25763538,8864
chr12,cg25763760,8895
chr12,cg25773344,8895
chr12,cg25816184,8895
chr12,cg25881344,8894
chr12,cg25888621,8893
chr12,cg25922751,8895
chr12,cg25924694,8885
chr12,cg25936147,8895
chr12,cg25948690,8895
chr12,cg25954028,8895
chr12,cg25977744,8895
chr12,cg26004710,8895
chr12,cg26008908,8895
chr12,cg26027482,8895
chr12,cg26116103,10979
chr12,cg26147845,8731
chr12,cg26191471,8895
chr12,cg26214026,8895
chr12,cg26218692,8895
chr12,cg26218726,8895
chr12,cg26243254,8895
chr12,cg26255689,8895
chr12,cg26282236,8895
chr12,cg26283893,8893
chr12,cg26330275,8893
chr12,cg26337738,8894
chr12,cg26344379,8895
chr12,cg26359133,8895
chr12,cg26363363,8895
chr12,cg26365508,8894
chr12,cg26373351,8895
chr12,cg26377281,8891
chr12,cg26385126,8895
chr12,cg26386624,8895
chr12,cg26386886,8895
chr12,cg26397188,8895
chr12,cg26406891,8895
chr12,cg26419957,8895
chr12,cg26445541,8894
chr12,cg26459114,8895
chr12,cg26483661,8895
chr12,cg26494424,8895
chr12,cg26498176,8895
chr12,cg26501657,8895
chr12,cg26509318,8895
chr12,cg26524350,8895
chr12,cg26551299,8891
chr12,cg26561844,8892
chr12,cg26581206,8895
chr12,cg26618058,8895
chr12,cg26641022,8895
chr12,cg26678313,10978
chr12,cg26686975,8894
chr12,cg26733786,8895
chr12,cg26761110,8895
chr12,cg26810214,8894
chr12,cg26842815,8895
chr12,cg26864834,8895
chr12,cg26866482,8894
chr12,cg26880187,8895
chr12,cg26929894,8895
chr12,cg26934243,8894
chr12,cg26944263,8895
chr12,cg26975812,8895
chr12,cg26987551,8895
chr12,cg26988146,8895
chr12,cg26989531,10966
chr12,cg26993500,8895
chr12,cg26995224,8895
chr12,cg27007356,8895
chr12,cg27031632,8895
chr12,cg27044641,8895
chr12,cg27093645,8895
chr12,cg27103591,8895
chr12,cg27141514,8895
chr12,cg27141534,8895
chr12,cg27144395,10979
chr12,cg27162932,8895
chr12,cg27166993,8895
chr12,cg27174311,8894
chr12,cg27178293,8474
chr12,cg27179101,8895
chr12,cg27193813,8895
chr12,cg27196745,10979
chr12,cg27197524,8895
chr12,cg27220401,8895
chr12,cg27252197,8799
chr12,cg27273254,8894
chr12,cg27276115,8895
chr12,cg27309920,8895
chr12,cg27310710,8895
chr12,cg27317813,8895
chr12,cg27320213,8895
chr12,cg27405484,8895
chr12,cg27420520,8894
chr12,cg27431877,8895
chr12,cg27461800,8893
chr12,cg27469283,8895
chr12,cg27479817,8895
chr12,cg27485368,8894
chr12,cg27536708,8895
chr12,cg27541540,8894
chr12,cg27542422,8895
chr12,cg27547841,8895
chr12,cg27550152,8894
chr12,cg27569040,8888
chr12,cg27579984,8895
chr12,cg27604626,8895
chr12,cg27619149,8894
chr12,cg27630311,8895
chr12,cg27633903,10979
chr12,cg27653901,8894
chr12,cg27664496,8895
chr12,ch.12.1017720R,6803
chr12,ch.12.1171804F,8895
chr12,ch.12.1181547R,8895
chr12,ch.12.2537364F,8895
chr12,ch.12.2571969F,8356
chr12,ch.12.2884988R,8895
chr12,ch.12.2922115F,8729
chr12,ch.12.313305F,8886
chr12,ch.12.917204F,8661
chr12,ch.12.921239R,8866
chr21,cg00045303,8894
chr21,cg00199065,8895
chr21,cg00291213,8895
chr21,cg00622702,8895
chr21,cg00638202,8894
chr21,cg00689211,8895
chr21,cg00695416,10979
chr21,cg00739644,8868
chr21,cg00871610,8895
chr21,cg00990740,8895
chr21,cg00994804,8894
chr21,cg01157146,8895
chr21,cg01265860,8855
chr21,cg01337293,8895
chr21,cg01519261,8895
chr21,cg01613817,8895
chr21,cg01664727,8880
chr21,cg01725383,8786
chr21,cg01962969,10979
chr21,cg02100602,8895
chr21,cg02413040,8895
chr21,cg02613803,10976
chr21,cg02635869,8895
chr21,cg02869559,8895
chr21,cg03017480,8894
chr21,cg03098981,8894
chr21,cg03127334,10979
chr21,cg03142697,8895
chr21,cg03431738,8895
chr21,cg03663739,8895
chr21,cg03696345,8895
chr21,cg03841977,8895
chr21,cg03866569,8895
chr21,cg04163967,8895
chr21,cg04187708,8895
chr21,cg04207218,8895
chr21,cg04212846,8895
chr21,cg04215385,8894
chr21,cg04228935,8895
chr21,cg04357830,8895
chr21,cg04576405,8894
chr21,cg04842828,8893
chr21,cg04915566,10979
chr21,cg05000748,8895
chr21,cg05174710,8894
chr21,cg05238769,8895
chr21,cg05297739,8895
chr21,cg05409047,8895
chr21,cg05519781,8823
chr21,cg05644223,8889
chr21,cg05724110,8894
chr21,cg05973398,8895
chr21,cg06032349,8894
chr21,cg06121323,8895
chr21,cg06515159,8895
chr21,cg06565377,8895
chr21,cg06758350,8895
chr21,cg06862831,8895
chr21,cg07201215,8895
chr21,cg07330438,8895
chr21,cg07601542,8894
chr21,cg07961283,8893
chr21,cg08433011,8895
chr21,cg08443845,8895
chr21,cg08492707,10979
chr21,cg08632701,10977
chr21,cg08729810,8895
chr21,cg08870743,8895
chr21,cg09200260,8876
chr21,cg09221269,8895
chr21,cg09256510,8895
chr21,cg09793121,8895
chr21,cg09885409,10979
chr21,cg09978395,8895
chr21,cg10217445,10979
chr21,cg10364942,8893
chr21,cg10463451,8895
chr21,cg11319265,8895
chr21,cg11498607,8895
chr21,cg11564339,8895
chr21,cg11704631,8895
chr21,cg11950383,8895
chr21,cg12218747,10979
chr21,cg12384236,8895
chr21,cg12459280,8895
chr21,cg12477880,8895
chr21,cg12884169,8892
chr21,cg13030790,8895
chr21,cg13052796,8894
chr21,cg13489049,8895
chr21,cg13521940,8895
chr21,cg14293300,8895
chr21,cg14352951,8893
chr21,cg14536431,8895
chr21,cg14843922,8895
chr21,cg14921903,8894
chr21,cg14982276,8895
chr21,cg15242225,8895
chr21,cg15299832,8895
chr21,cg15382669,8894
chr21,cg16051245,8895
chr21,cg16066237,8894
chr21,cg16071713,8894
chr21,cg16084872,8895
chr21,cg16367085,8894
chr21,cg16371860,8895
chr21,cg16507755,8895
chr21,cg16662267,8895
chr21,cg16713743,8895
chr21,cg16719517,8895
chr21,cg16962191,8880
chr21,cg17148947,8894
chr21,cg17228105,8895
chr21,cg17274064,10979
chr21,cg17339910,8894
chr21,cg17759616,8892
chr21,cg17969117,8894
chr21,cg18156003,8895
chr21,cg18413706,8895
chr21,cg18546236,8895
chr21,cg18862975,8892
chr21,cg19533416,8895
chr21,cg19836199,10979
chr21,cg19974120,8895
chr21,cg20564664,8895
chr21,cg21172011,8895
chr21,cg21358438,8895
chr21,cg21578987,8894
chr21,cg21911305,8895
chr21,cg22593533,8895
chr21,cg22698744,8895
chr21,cg22866426,8895
chr21,cg22869726,8893
chr21,cg23253569,8895
chr21,cg23340514,8895
chr21,cg23508333,8894
chr21,cg24336374,8895
chr21,cg24901042,10978
chr21,cg24969685,8895
chr21,cg25453430,8895
chr21,cg25661973,8895
chr21,cg26108843,8895
chr21,cg26309194,8895
chr21,cg26337277,8895
chr21,cg26360881,8895
chr21,cg27211894,8895
chr21,cg27254482,8895
chr21,cg27307781,8895
chr21,cg27357571,8895
chr21,cg27471246,8895
chr21,cg27533201,8894
chr21,ch.21.35952245R,8895
chr21,ch.21.442315R,8874
chrY,cg00308367,4941
chrY,cg14931215,6781
chrY,cg15329860,5649
chrY,cg15662272,4546
chrY,cg25815185,4984
chrY,cg26517491,5223
chrY,cg27049643,4753
chrY,cg27509967,5036
chr11,cg23676551,8894
chr12,cg01839657,8895
chr16,cg00240312,2116
chr16,cg00487159,10979
chr16,cg01351032,10978
chr16,cg01717706,10938
chr16,cg01722994,10979
chr16,cg01866162,10978
chr16,cg02198582,10979
chr16,cg02735133,10979
chr16,cg02932689,10978
chr16,cg03264209,10979
chr16,cg04211818,10978
chr16,cg04779191,10979
chr16,cg05135288,10977
chr16,cg05243909,10979
chr16,cg05313261,10966
chr16,cg05556210,10978
chr16,cg06220235,10979
chr16,cg06295404,10979
chr16,cg06602857,10979
chr16,cg06766367,10979
chr16,cg07295034,10978
chr16,cg07512345,10979
chr16,cg07715894,10954
chr16,cg08392591,10978
chr16,cg08966293,10979
chr16,cg09234872,10978
chr16,cg09306186,10979
chr16,cg09594067,10979
chr16,cg10065825,10954
chr16,cg10475433,10979
chr16,cg10586756,10979
chr16,cg10689889,10979
chr16,cg10708675,10978
chr16,cg10784067,10979
chr16,cg10784813,10979
chr16,cg11255163,10978
chr16,cg11667754,10979
chr16,cg11973052,10979
chr16,cg12163490,10978
chr16,cg12268344,10978
chr16,cg12405833,10977
chr16,cg13439730,10979
chr16,cg13745346,10978
chr16,cg13856728,2117
chr16,cg13918581,10978
chr16,cg14055374,10979
chr16,cg14102807,10913
chr16,cg15001381,10979
chr16,cg15042806,10978
chr16,cg15488251,10706
chr16,cg16177830,10979
chr16,cg16356516,10979
chr16,cg17022635,10979
chr16,cg17120423,2115
chr16,cg17655614,10979
chr16,cg17808849,10979
chr16,cg17880199,10979
chr16,cg18278261,2117
chr16,cg19194454,10978
chr16,cg19216839,10979
chr16,cg19346899,2117
chr16,cg19423311,10979
chr16,cg19807685,10979
chr16,cg19824325,10979
chr16,cg19837824,10979
chr16,cg20253700,10979
chr16,cg20373326,10979
chr16,cg20716119,10979
chr16,cg20744809,10979
chr16,cg21335942,10979
chr16,cg21458041,10973
chr16,cg21682826,10979
chr16,cg22499237,10979
chr16,cg22734315,10979
chr16,cg22832044,10963
chr16,cg23606023,10979
chr16,cg23858565,10979
chr16,cg23989635,10979
chr16,cg24075743,10979
chr16,cg24091698,10979
chr16,cg24115627,10979
chr16,cg24250393,10979
chr16,cg24765079,10978
chr16,cg24800887,10855
chr16,cg24826867,10979
chr16,cg25023245,10979
chr16,cg25047001,10979
chr16,cg25971347,10977
chr16,cg26012103,10979
chr16,cg26239233,10978
chr16,cg26301908,10979
chr16,cg00005072,8895
chr16,cg00011122,8882
chr16,cg00035197,8895
chr16,cg00036299,8881
chr16,cg00039016,8895
chr16,cg00039463,8894
chr16,cg00044050,8895
chr16,cg00075615,8895
chr16,cg00086297,8854
chr16,cg00088691,8895
chr16,cg00090813,8895
chr16,cg00094303,8895
chr16,cg00108992,8895
chr16,cg00116766,8895
chr16,cg00143868,8893
chr16,cg00146612,8895
chr16,cg00169122,8893
chr16,cg00180470,8895
chr16,cg00199000,8895
chr16,cg00206490,8895
chr16,cg00206853,8893
chr16,cg00209918,8895
chr16,cg00260803,8895
chr16,cg00269245,8872
chr16,cg00287829,8895
chr16,cg00291054,8895
chr16,cg00301018,8895
chr16,cg00314966,8894
chr16,cg00320059,8895
chr16,cg00329180,8895
chr16,cg00332307,8895
chr16,cg00332509,8895
chr16,cg00333843,8872
chr16,cg00335908,8895
chr16,cg00345343,8895
chr16,cg00399807,8895
chr16,cg00425764,8895
chr16,cg00432497,8894
chr16,cg00432872,8895
chr16,cg00446472,8895
chr16,cg00459119,8895
chr16,cg00469995,8895
chr16,cg00487831,8895
chr16,cg00488747,8895
chr16,cg00492309,8894
chr16,cg00492521,8895
chr16,cg00492741,8895
chr16,cg00493358,8891
chr16,cg00494521,8895
chr16,cg00500602,8895
chr16,cg00509921,8872
chr16,cg00512563,8895
chr16,cg00518386,8895
chr16,cg00529910,8880
chr16,cg00538021,8895
chr16,cg00538591,7335
chr16,cg00547444,8893
chr16,cg00547727,8894
chr16,cg00548009,8893
chr16,cg00551589,8895
chr16,cg00551679,8895
chr16,cg00559967,8893
chr16,cg00573235,8895
chr16,cg00574917,8893
chr16,cg00582583,8895
chr16,cg00593111,8895
chr16,cg00599124,8895
chr16,cg00606102,8895
chr16,cg00614832,8895
chr16,cg00615892,8894
chr16,cg00647220,8895
chr16,cg00662273,8894
chr16,cg00674265,8893
chr16,cg00679681,8895
chr16,cg00686339,8894
chr16,cg00698535,8894
chr16,cg00706191,8895
chr16,cg00711584,8895
chr16,cg00716961,8894
chr16,cg00721125,8892
chr16,cg00732059,8880
chr16,cg00735962,8895
chr16,cg00747661,8895
chr16,cg00762678,8895
chr16,cg00762711,8892
chr16,cg00762830,8894
chr16,cg00769251,8895
chr16,cg00769818,8895
chr16,cg00771935,8895
chr16,cg00792185,8895
chr16,cg00795205,8882
chr16,cg00802000,8895
chr16,cg00825967,8895
chr16,cg00837290,8895
chr16,cg00904273,8895
chr16,cg00905951,8895
chr16,cg00908120,8895
chr16,cg00926926,8895
chr16,cg00937335,8895
chr16,cg00940248,8895
chr16,cg00946381,8894
chr16,cg00948881,8895
chr16,cg00957684,8893
chr16,cg00973118,8895
chr16,cg00974579,8895
chr16,cg00976532,8895
chr16,cg00994587,8895
chr16,cg01001468,8895
chr16,cg01010931,8895
chr16,cg01014371,8895
chr16,cg01021552,8895
chr16,cg01026300,8895
chr16,cg01032946,8894
chr16,cg01045337,8895
chr16,cg01046376,8895
chr16,cg01052512,8894
chr16,cg01054502,8895
chr16,cg01055000,8895
chr16,cg01059290,8894
chr16,cg01070095,8895
chr16,cg01075459,8895
chr16,cg01084990,8895
chr16,cg01105356,8895
chr16,cg01120509,8895
chr16,cg01123787,8895
chr16,cg01142386,8895
chr16,cg01145317,8893
chr16,cg01145364,8895
chr16,cg01148073,8895
chr16,cg01151840,8894
chr16,cg01152986,8893
chr16,cg01155058,8895
chr16,cg01157883,8894
chr16,cg01162378,8893
chr16,cg01168283,8892
chr16,cg01168962,8895
chr16,cg01169250,8895
chr16,cg01210113,8895
chr16,cg01215511,8895
chr16,cg01219130,8895
chr16,cg01222216,8895
chr16,cg01223135,8895
chr16,cg01223986,8895
chr16,cg01229421,8895
chr16,cg01230254,8895
chr16,cg01243371,8870
chr16,cg01244128,8895
chr16,cg01251360,8895
chr16,cg01252526,8894
chr16,cg01271982,8893
chr16,cg01282078,8895
chr16,cg01288350,8894
chr16,cg01289020,8875
chr16,cg01290644,8894
chr16,cg01302745,8895
chr16,cg01312837,8895
chr16,cg01344243,8893
chr16,cg01348055,8895
chr16,cg01353515,8895
chr16,cg01366670,8895
chr16,cg01366941,8871
chr16,cg01376763,8895
chr16,cg01381613,8895
chr16,cg01383349,8888
chr16,cg01404893,8895
chr16,cg01407900,8894
chr16,cg01408432,8895
chr16,cg01433913,8895
chr16,cg01444501,8894
chr16,cg01456572,8895
chr16,cg01471259,8895
chr16,cg01472538,8893
chr16,cg01476569,8893
chr16,cg01477015,8894
chr16,cg01480054,8895
chr16,cg01517185,8895
chr16,cg01523769,8895
chr16,cg01534572,8895
chr16,cg01535567,8895
chr16,cg01536668,8895
chr16,cg01543603,8895
chr16,cg01552792,8894
chr16,cg01566692,8894
chr16,cg01571169,8895
chr16,cg01574788,8895
chr16,cg01602001,8895
chr16,cg01619533,8895
chr16,cg01623343,8895
chr16,cg01636300,8895
chr16,cg01646516,8895
chr16,cg01661235,8894
chr16,cg01672894,8894
chr16,cg01677987,8895
chr16,cg01678913,8895
chr16,cg01680667,8895
chr16,cg01687267,8894
chr16,cg01695533,8895
chr16,cg01699425,8892
chr16,cg01712159,8893
chr16,cg01718071,8895
chr16,cg01739236,8895
chr16,cg01744474,8895
chr16,cg01758106,8895
chr16,cg01758575,8895
chr16,cg01769813,8895
chr16,cg01773760,8894
chr16,cg01778790,8895
chr16,cg01779559,8895
chr16,cg01780109,8895
chr16,cg01788221,8895
chr16,cg01815912,8895
chr16,cg01828111,8895
chr16,cg01829657,8895
chr16,cg01841828,8865
chr16,cg01849047,8895
chr16,cg01850110,8895
chr16,cg01856023,8895
chr16,cg01857829,8893
chr16,cg01858712,8895
chr16,cg01872660,8895
chr16,cg01875529,8895
chr16,cg01881136,8894
chr16,cg01883757,8895
chr16,cg01916446,8893
chr16,cg01929285,8895
chr16,cg01951637,8895
chr16,cg01951963,8894
chr16,cg01952473,8895
chr16,cg01954388,8895
chr16,cg01963870,8895
chr16,cg01974761,8895
chr16,cg01976303,8895
chr16,cg01977582,8895
chr16,cg01979270,8895
chr16,cg01988616,8895
chr16,cg01990910,8895
chr16,cg02000328,8895
chr16,cg02003041,8895
chr16,cg02010776,8894
chr16,cg02013146,8894
chr16,cg02033182,8895
chr16,cg02059317,8895
chr16,cg02068505,8895
chr16,cg02086790,8894
chr16,cg02087101,8894
chr16,cg02089452,8894
chr16,cg02095596,8895
chr16,cg02099410,8895
chr16,cg02120735,8895
chr16,cg02134790,8895
chr16,cg02145319,8895
chr16,cg02153299,8894
chr16,cg02157637,8895
chr16,cg02167055,8895
chr16,cg02170490,8894
chr16,cg02187822,8895
chr16,cg02192204,8894
chr16,cg02192318,8894
chr16,cg02206867,8895
chr16,cg02214414,8895
chr16,cg02215945,8893
chr16,cg02216032,8895
chr16,cg02216295,8894
chr16,cg02225054,8895
chr16,cg02226192,8895
chr16,cg02232531,8891
chr16,cg02246055,8890
chr16,cg02258303,8895
chr16,cg02263479,8895
chr16,cg02286008,8895
chr16,cg02310882,8758
chr16,cg02312706,8895
chr16,cg02334861,8895
chr16,cg02346241,8894
chr16,cg02350295,8895
chr16,cg02355868,8894
chr16,cg02364279,8895
chr16,cg02366320,8894
chr16,cg02368508,8895
chr16,cg02372821,8895
chr16,cg02376143,8895
chr16,cg02386311,8895
chr16,cg02393091,8895
chr16,cg02405193,8894
chr16,cg02415470,8895
chr16,cg02415992,8895
chr16,cg02421553,8895
chr16,cg02431972,8895
chr16,cg02434866,8895
chr16,cg02438591,8895
chr16,cg02451467,8895
chr16,cg02459866,8895
chr16,cg02461502,8894
chr16,cg02485236,8895
chr16,cg02487202,8895
chr16,cg02498072,8895
chr16,cg02500806,8895
chr16,cg02504384,8894
chr16,cg02507033,8895
chr16,cg02512021,8894
chr16,cg02512806,8894
chr16,cg02513379,8895
chr16,cg02521996,8893
chr16,cg02525435,8895
chr16,cg02533239,8895
chr16,cg02549595,8893
chr16,cg02549819,8823
chr16,cg02554361,8895
chr16,cg02585344,8895
chr16,cg02593884,8895
chr16,cg02605232,8895
chr16,cg02609551,8895
chr16,cg02633398,8895
chr16,cg02652978,8895
chr16,cg02673453,8894
chr16,cg02678414,8895
chr16,cg02705487,8894
chr16,cg02710530,8894
chr16,cg02712322,8895
chr16,cg02717454,8894
chr16,cg02724025,8895
chr16,cg02727363,8894
chr16,cg02729011,8895
chr16,cg02732193,8894
chr16,cg02734472,8895
chr16,cg02735684,8895
chr16,cg02736186,8894
chr16,cg02741158,8895
chr16,cg02744123,8895
chr16,cg02747341,8895
chr16,cg02749356,8895
chr16,cg02754936,8894
chr16,cg02760426,8895
chr16,cg02770947,8895
chr16,cg02783918,8895
chr16,cg02801007,8895
chr16,cg02814289,8895
chr16,cg02828802,8892
chr16,cg02835005,8895
chr16,cg02849719,8895
chr16,cg02851047,8895
chr16,cg02852791,8895
chr16,cg02908120,8883
chr16,cg02910054,8895
chr16,cg02910395,8895
chr16,cg02917156,8895
chr16,cg02925248,8893
chr16,cg02926769,8890
chr16,cg02946846,8694
chr16,cg02948862,8895
chr16,cg02951526,8895
chr16,cg02957771,8895
chr16,cg02960150,8895
chr16,cg02962380,8873
chr16,cg02966475,8895
chr16,cg02973693,8895
chr16,cg02973961,8895
chr16,cg02981752,8895
chr16,cg02983090,8895
chr16,cg03000848,8895
chr16,cg03013188,8895
chr16,cg03014241,8895
chr16,cg03025000,8895
chr16,cg03034934,8894
chr16,cg03039399,8895
chr16,cg03040401,8895
chr16,cg03040848,8895
chr16,cg03045067,8893
chr16,cg03082108,8895
chr16,cg03087852,8895
chr16,cg03092447,8895
chr16,cg03093786,8895
chr16,cg03140190,8895
chr16,cg03145200,8895
chr16,cg03147430,8895
chr16,cg03156893,8895
chr16,cg03162686,8895
chr16,cg03164928,8895
chr16,cg03174038,8894
chr16,cg03178185,8895
chr16,cg03178541,8895
chr16,cg03186440,8895
chr16,cg03195600,8895
chr16,cg03200631,8894
chr16,cg03202064,8895
chr16,cg03204907,8895
